ID;concept:name;time:timestamp;case:concept:name;pName;error_case;error_reason
30023;confirm GDPR;2021-12-02 01:32:47  +00:00;Trace 5057;Julian;x;1
30024;declined GDPR;2021-12-02 03:15:28  +00:00;Trace 5057;Julian;x;1, 5
30025;receive application;2021-12-02 00:03:31  +00:00;Trace 5058;Hans;x;1
30026;confirm GDPR;2021-12-02 01:27:34  +00:00;Trace 5058;Hans;x;1
30027;confirmed GDPR;2021-12-02 03:06:49  +00:00;Trace 5058;Hans;x;1
30028;notify recruiter;2021-12-02 04:50:32  +00:00;Trace 5058;Hans;x;1
30029;review application;2021-12-02 06:27:52  +00:00;Trace 5058;Hans;x;1
30030;schedule interview and send invitation;2021-12-02 07:55:52  +00:00;Trace 5058;Hans;x;1
30031;await answer;2021-12-02 09:34:52  +00:00;Trace 5058;Hans;x;1, 5
30032;receive application;2021-12-02 00:28:47  +00:00;Trace 5059;Hans;x;1
30033;confirm GDPR;2021-12-02 02:19:17  +00:00;Trace 5059;Hans;x;1
30034;declined GDPR;2021-12-02 03:39:14  +00:00;Trace 5059;Hans;x;1, 5
30035;receive application;2021-12-02 00:02:06  +00:00;Trace 5060;Hans;;
30036;confirm GDPR;2021-12-02 01:51:38  +00:00;Trace 5060;Hans;;
30037;confirmed GDPR;2021-12-02 03:39:54  +00:00;Trace 5060;Hans;;
30038;notify recruiter;2021-12-02 04:49:47  +00:00;Trace 5060;Hans;;
30039;review application;2021-12-02 06:04:25  +00:00;Trace 5060;Hans;;
30040;delete data of applicant;2021-12-02 07:11:00  +00:00;Trace 5060;Hans;;
30041;receive application;2021-12-01 23:41:17  +00:00;Trace 5061;Hans;;
30042;confirm GDPR;2021-12-02 01:25:16  +00:00;Trace 5061;Hans;;
30043;confirmed GDPR;2021-12-02 02:57:13  +00:00;Trace 5061;Hans;;
30044;notify recruiter;2021-12-02 04:21:43  +00:00;Trace 5061;Hans;;
30045;review application;2021-12-02 06:08:39  +00:00;Trace 5061;Hans;;
30046;delete data of applicant;2021-12-02 07:29:48  +00:00;Trace 5061;Hans;;
30047;receive application;2021-12-02 00:04:53  +00:00;Trace 5062;Peter;;
30048;confirm GDPR;2021-12-02 01:58:28  +00:00;Trace 5062;Peter;;
30049;confirmed GDPR;2021-12-02 03:45:16  +00:00;Trace 5062;Peter;;
30050;notify recruiter;2021-12-02 04:47:52  +00:00;Trace 5062;Peter;;
30051;review application;2021-12-02 06:30:25  +00:00;Trace 5062;Peter;;
30052;delete data of applicant;2021-12-02 07:39:53  +00:00;Trace 5062;Peter;;
30053;receive application;2021-12-02 00:13:39  +00:00;Trace 5063;Julian;x;1
30054;confirm GDPR;2021-12-02 02:01:14  +00:00;Trace 5063;Julian;x;1
30055;confirmed GDPR;2021-12-02 03:49:27  +00:00;Trace 5063;Julian;x;1
30056;notify recruiter;2021-12-02 05:39:41  +00:00;Trace 5063;Julian;x;1
30057;review application;2021-12-02 07:23:14  +00:00;Trace 5063;Julian;x;1
30058;schedule interview and send invitation;2021-12-02 08:55:37  +00:00;Trace 5063;Julian;x;1
30059;await answer;2021-12-02 10:48:40  +00:00;Trace 5063;Julian;x;1, 5
30060;receive application;2021-12-02 00:06:18  +00:00;Trace 5064;Julian;x;1
30061;confirm GDPR;2021-12-02 01:33:28  +00:00;Trace 5064;Julian;x;1
30062;declined GDPR;2021-12-02 03:10:03  +00:00;Trace 5064;Julian;x;1, 5
30063;receive application;2021-12-02 00:06:49  +00:00;Trace 5065;Julian;x;1
30064;confirm GDPR;2021-12-02 01:50:26  +00:00;Trace 5065;Julian;x;1
30065;declined GDPR;2021-12-02 02:58:17  +00:00;Trace 5065;Julian;x;1, 5
30066;receive application;2021-12-01 23:46:57  +00:00;Trace 5066;Peter;x;1
30067;confirm GDPR;2021-12-02 01:44:06  +00:00;Trace 5066;Peter;x;1
30068;declined GDPR;2021-12-02 02:53:02  +00:00;Trace 5066;Peter;x;1, 5
30069;receive application;2021-12-02 00:11:34  +00:00;Trace 5067;Peter;x;1
30070;confirm GDPR;2021-12-02 01:15:48  +00:00;Trace 5067;Peter;x;1
30071;confirmed GDPR;2021-12-02 02:34:14  +00:00;Trace 5067;Peter;x;1
30072;notify recruiter;2021-12-02 04:33:12  +00:00;Trace 5067;Peter;x;1
30073;review application;2021-12-02 06:01:05  +00:00;Trace 5067;Peter;x;1
30074;schedule interview and send invitation;2021-12-02 07:12:38  +00:00;Trace 5067;Peter;x;1
30075;await answer;2021-12-02 08:56:21  +00:00;Trace 5067;Peter;x;1, 5
30076;receive application;2021-12-02 00:23:46  +00:00;Trace 5068;Hans;;
30077;confirm GDPR;2021-12-02 02:08:27  +00:00;Trace 5068;Hans;;
30078;confirmed GDPR;2021-12-02 03:58:37  +00:00;Trace 5068;Hans;;
30079;notify recruiter;2021-12-02 05:28:57  +00:00;Trace 5068;Hans;;
30080;review application;2021-12-02 07:25:48  +00:00;Trace 5068;Hans;;
30081;delete data of applicant;2021-12-02 09:08:23  +00:00;Trace 5068;Hans;;
30082;receive application;2021-12-01 23:50:48  +00:00;Trace 5069;Julian;x;1
30083;confirm GDPR;2021-12-02 01:40:00  +00:00;Trace 5069;Julian;x;1
30084;confirmed GDPR;2021-12-02 03:03:54  +00:00;Trace 5069;Julian;x;1
30085;notify recruiter;2021-12-02 04:10:46  +00:00;Trace 5069;Julian;x;1
30086;review application;2021-12-02 05:14:07  +00:00;Trace 5069;Julian;x;1
30087;schedule interview and send invitation;2021-12-02 07:06:39  +00:00;Trace 5069;Julian;x;1
30088;await answer;2021-12-02 08:58:03  +00:00;Trace 5069;Julian;x;1, 5
30089;receive application;2021-12-01 23:54:24  +00:00;Trace 5070;Hans;x;1
30090;confirm GDPR;2021-12-02 01:19:52  +00:00;Trace 5070;Hans;x;1
30091;declined GDPR;2021-12-02 02:36:31  +00:00;Trace 5070;Hans;x;1, 5
30092;receive application;2021-12-02 00:17:01  +00:00;Trace 5071;Julian;x;1
30093;confirm GDPR;2021-12-02 01:18:24  +00:00;Trace 5071;Julian;x;1
30094;declined GDPR;2021-12-02 03:05:59  +00:00;Trace 5071;Julian;x;1, 5
30095;receive application;2021-12-01 23:55:40  +00:00;Trace 5072;Hans;;
30096;confirm GDPR;2021-12-02 01:48:49  +00:00;Trace 5072;Hans;;
30097;confirmed GDPR;2021-12-02 03:43:00  +00:00;Trace 5072;Hans;;
30098;notify recruiter;2021-12-02 05:01:03  +00:00;Trace 5072;Hans;;
30099;review application;2021-12-02 06:35:02  +00:00;Trace 5072;Hans;;
30100;delete data of applicant;2021-12-02 07:36:31  +00:00;Trace 5072;Hans;;
30101;receive application;2021-12-02 00:24:41  +00:00;Trace 5073;Hans;x;1
30102;confirm GDPR;2021-12-02 01:56:48  +00:00;Trace 5073;Hans;x;1
30103;confirmed GDPR;2021-12-02 03:02:50  +00:00;Trace 5073;Hans;x;1
30104;notify recruiter;2021-12-02 04:04:42  +00:00;Trace 5073;Hans;x;1
30105;review application;2021-12-02 05:37:28  +00:00;Trace 5073;Hans;x;1
30106;schedule interview and send invitation;2021-12-02 06:57:38  +00:00;Trace 5073;Hans;x;1
30107;await answer;2021-12-02 08:14:20  +00:00;Trace 5073;Hans;x;1, 5
30108;hold intervierw;2021-12-02 09:21:53  +00:00;Trace 5073;Hans;x;1
30109;"reject application/
ask for permission to save data";2021-12-02 10:30:35  +00:00;Trace 5073;Hans;x;1
30110;await answer;2021-12-02 11:44:56  +00:00;Trace 5073;Hans;x;1, 5
30111;"receive permission/
save data";2021-12-02 13:01:18  +00:00;Trace 5073;Hans;x;1, 5
30112;receive application;2021-12-02 00:02:49  +00:00;Trace 5074;Peter;x;1
30113;confirm GDPR;2021-12-02 01:11:50  +00:00;Trace 5074;Peter;x;1
30114;confirmed GDPR;2021-12-02 02:35:15  +00:00;Trace 5074;Peter;x;1
30115;notify recruiter;2021-12-02 04:21:26  +00:00;Trace 5074;Peter;x;1
30116;review application;2021-12-02 05:24:37  +00:00;Trace 5074;Peter;x;1
30117;schedule interview and send invitation;2021-12-02 07:08:50  +00:00;Trace 5074;Peter;x;1
30118;await answer;2021-12-02 09:07:54  +00:00;Trace 5074;Peter;x;1, 5
30119;receive application;2021-12-02 00:21:59  +00:00;Trace 5075;Hans;x;1
30120;confirm GDPR;2021-12-02 01:42:54  +00:00;Trace 5075;Hans;x;1
30121;declined GDPR;2021-12-02 03:11:44  +00:00;Trace 5075;Hans;x;1, 5
30122;receive application;2021-12-02 00:18:57  +00:00;Trace 5076;Peter;x;1
30123;confirm GDPR;2021-12-02 02:00:48  +00:00;Trace 5076;Peter;x;1
30124;declined GDPR;2021-12-02 03:39:11  +00:00;Trace 5076;Peter;x;1, 5
30125;receive application;2021-12-01 23:41:23  +00:00;Trace 5077;Peter;x;1
30126;confirm GDPR;2021-12-02 01:16:29  +00:00;Trace 5077;Peter;x;1
30127;confirmed GDPR;2021-12-02 02:35:37  +00:00;Trace 5077;Peter;x;1
30128;notify recruiter;2021-12-02 03:43:26  +00:00;Trace 5077;Peter;x;1
30129;review application;2021-12-02 04:57:00  +00:00;Trace 5077;Peter;x;1
30130;schedule interview and send invitation;2021-12-02 06:13:59  +00:00;Trace 5077;Peter;x;1
30131;await answer;2021-12-02 07:29:59  +00:00;Trace 5077;Peter;x;1, 5
30132;hold intervierw;2021-12-02 09:20:13  +00:00;Trace 5077;Peter;x;1
30133;"reject application/
ask for permission to save data";2021-12-02 11:01:54  +00:00;Trace 5077;Peter;x;1
30134;await answer;2021-12-02 13:00:21  +00:00;Trace 5077;Peter;x;1, 5
30135;"receive permission/
save data";2021-12-02 14:03:09  +00:00;Trace 5077;Peter;x;1, 5
30136;receive application;2021-12-02 00:08:47  +00:00;Trace 5078;Julian;x;1
30137;confirm GDPR;2021-12-02 02:04:36  +00:00;Trace 5078;Julian;x;1
30138;confirmed GDPR;2021-12-02 03:10:24  +00:00;Trace 5078;Julian;x;1
30139;notify recruiter;2021-12-02 04:27:46  +00:00;Trace 5078;Julian;x;1
30140;review application;2021-12-02 06:12:12  +00:00;Trace 5078;Julian;x;1
30141;schedule interview and send invitation;2021-12-02 07:32:05  +00:00;Trace 5078;Julian;x;1
30142;await answer;2021-12-02 08:41:25  +00:00;Trace 5078;Julian;x;1, 5
30143;receive application;2021-12-02 00:30:43  +00:00;Trace 5079;Julian;x;1
30144;confirm GDPR;2021-12-02 02:19:39  +00:00;Trace 5079;Julian;x;1
30145;confirmed GDPR;2021-12-02 04:05:34  +00:00;Trace 5079;Julian;x;1
30146;notify recruiter;2021-12-02 05:35:04  +00:00;Trace 5079;Julian;x;1
30147;review application;2021-12-02 07:06:53  +00:00;Trace 5079;Julian;x;1
30148;schedule interview and send invitation;2021-12-02 08:19:02  +00:00;Trace 5079;Julian;x;1
30149;await answer;2021-12-02 09:50:11  +00:00;Trace 5079;Julian;x;1, 5
30150;receive application;2021-12-02 00:06:40  +00:00;Trace 5080;Julian;x;1
30151;confirm GDPR;2021-12-02 01:18:45  +00:00;Trace 5080;Julian;x;1
30152;declined GDPR;2021-12-02 02:29:15  +00:00;Trace 5080;Julian;x;1, 5
30153;receive application;2021-12-02 00:22:07  +00:00;Trace 5081;Julian;x;1
30154;confirm GDPR;2021-12-02 01:31:59  +00:00;Trace 5081;Julian;x;1
30155;confirmed GDPR;2021-12-02 02:43:09  +00:00;Trace 5081;Julian;x;1
30156;notify recruiter;2021-12-02 04:22:31  +00:00;Trace 5081;Julian;x;1
30157;review application;2021-12-02 05:27:10  +00:00;Trace 5081;Julian;x;1
30158;schedule interview and send invitation;2021-12-02 07:11:58  +00:00;Trace 5081;Julian;x;1
30159;await answer;2021-12-02 08:44:06  +00:00;Trace 5081;Julian;x;1, 5
30160;hold intervierw;2021-12-02 10:14:22  +00:00;Trace 5081;Julian;x;1
30161;"reject application/
ask for permission to save data";2021-12-02 11:47:02  +00:00;Trace 5081;Julian;x;1
30162;await answer;2021-12-02 13:30:43  +00:00;Trace 5081;Julian;x;1, 5
30163;"decline premission/
delete data";2021-12-02 14:43:37  +00:00;Trace 5081;Julian;x;1, 5
30164;receive application;2021-12-01 23:47:19  +00:00;Trace 5082;Hans;;
30165;confirm GDPR;2021-12-02 01:31:53  +00:00;Trace 5082;Hans;;
30166;confirmed GDPR;2021-12-02 02:39:09  +00:00;Trace 5082;Hans;;
30167;notify recruiter;2021-12-02 03:41:35  +00:00;Trace 5082;Hans;;
30168;review application;2021-12-02 05:02:33  +00:00;Trace 5082;Hans;;
30169;delete data of applicant;2021-12-02 06:58:26  +00:00;Trace 5082;Hans;;
30170;receive application;2021-12-02 00:19:37  +00:00;Trace 5083;Julian;x;1
30171;confirm GDPR;2021-12-02 02:02:29  +00:00;Trace 5083;Julian;x;1
30172;confirmed GDPR;2021-12-02 03:18:13  +00:00;Trace 5083;Julian;x;1
30173;notify recruiter;2021-12-02 04:47:40  +00:00;Trace 5083;Julian;x;1
30174;review application;2021-12-02 06:29:47  +00:00;Trace 5083;Julian;x;1
30175;schedule interview and send invitation;2021-12-02 08:02:48  +00:00;Trace 5083;Julian;x;1
30176;await answer;2021-12-02 09:31:36  +00:00;Trace 5083;Julian;x;1, 5
30177;receive application;2021-12-01 23:49:48  +00:00;Trace 5084;Hans;x;1
30178;confirm GDPR;2021-12-02 01:35:21  +00:00;Trace 5084;Hans;x;1
30179;confirmed GDPR;2021-12-02 02:39:50  +00:00;Trace 5084;Hans;x;1
30180;notify recruiter;2021-12-02 03:42:26  +00:00;Trace 5084;Hans;x;1
30181;review application;2021-12-02 05:17:21  +00:00;Trace 5084;Hans;x;1
30182;schedule interview and send invitation;2021-12-02 07:12:01  +00:00;Trace 5084;Hans;x;1
30183;await answer;2021-12-02 08:28:31  +00:00;Trace 5084;Hans;x;1, 5
30184;receive application;2021-12-02 00:19:40  +00:00;Trace 5085;Peter;x;1
30185;confirm GDPR;2021-12-02 01:50:53  +00:00;Trace 5085;Peter;x;1
30186;declined GDPR;2021-12-02 03:14:39  +00:00;Trace 5085;Peter;x;1, 5
30187;receive application;2021-12-01 23:48:34  +00:00;Trace 5086;Hans;x;1
30188;confirm GDPR;2021-12-02 00:56:12  +00:00;Trace 5086;Hans;x;1
30189;declined GDPR;2021-12-02 02:00:07  +00:00;Trace 5086;Hans;x;1, 5
30190;receive application;2021-12-02 00:05:31  +00:00;Trace 5087;Hans;x;1
30191;confirm GDPR;2021-12-02 01:58:47  +00:00;Trace 5087;Hans;x;1
30192;declined GDPR;2021-12-02 03:23:00  +00:00;Trace 5087;Hans;x;1, 5
30193;receive application;2021-12-02 00:26:57  +00:00;Trace 5088;Peter;x;1
30194;confirm GDPR;2021-12-02 02:01:32  +00:00;Trace 5088;Peter;x;1
30195;declined GDPR;2021-12-02 03:17:05  +00:00;Trace 5088;Peter;x;1, 5
30196;receive application;2021-12-02 00:12:53  +00:00;Trace 5089;Peter;x;1
30197;confirm GDPR;2021-12-02 01:30:23  +00:00;Trace 5089;Peter;x;1
30198;declined GDPR;2021-12-02 03:21:34  +00:00;Trace 5089;Peter;x;1, 5
30199;receive application;2021-12-02 00:19:02  +00:00;Trace 5090;Peter;x;1
30200;confirm GDPR;2021-12-02 01:23:55  +00:00;Trace 5090;Peter;x;1
30201;declined GDPR;2021-12-02 02:33:47  +00:00;Trace 5090;Peter;x;1, 5
30202;receive application;2021-12-02 00:37:43  +00:00;Trace 5091;Julian;x;1
30203;confirm GDPR;2021-12-02 02:10:08  +00:00;Trace 5091;Julian;x;1
30204;declined GDPR;2021-12-02 04:03:39  +00:00;Trace 5091;Julian;x;1, 5
30205;receive application;2021-12-02 00:37:10  +00:00;Trace 5092;Peter;;
30206;confirm GDPR;2021-12-02 02:14:23  +00:00;Trace 5092;Peter;;
30207;confirmed GDPR;2021-12-02 04:11:15  +00:00;Trace 5092;Peter;;
30208;notify recruiter;2021-12-02 05:21:50  +00:00;Trace 5092;Peter;;
30209;review application;2021-12-02 07:00:31  +00:00;Trace 5092;Peter;;
30210;delete data of applicant;2021-12-02 08:05:29  +00:00;Trace 5092;Peter;;
30211;receive application;2021-12-02 00:07:24  +00:00;Trace 5093;Peter;x;1
30212;confirm GDPR;2021-12-02 01:52:21  +00:00;Trace 5093;Peter;x;1
30213;confirmed GDPR;2021-12-02 03:13:05  +00:00;Trace 5093;Peter;x;1
30214;notify recruiter;2021-12-02 04:42:16  +00:00;Trace 5093;Peter;x;1
30215;review application;2021-12-02 06:07:55  +00:00;Trace 5093;Peter;x;1
30216;schedule interview and send invitation;2021-12-02 07:57:10  +00:00;Trace 5093;Peter;x;1
30217;await answer;2021-12-02 08:59:11  +00:00;Trace 5093;Peter;x;1, 5
30218;receive application;2021-12-01 23:52:26  +00:00;Trace 5094;Julian;;
30219;confirm GDPR;2021-12-02 01:34:33  +00:00;Trace 5094;Julian;;
30220;confirmed GDPR;2021-12-02 02:37:34  +00:00;Trace 5094;Julian;;
30221;notify recruiter;2021-12-02 03:57:57  +00:00;Trace 5094;Julian;;
30222;review application;2021-12-02 05:19:56  +00:00;Trace 5094;Julian;;
30223;delete data of applicant;2021-12-02 06:23:18  +00:00;Trace 5094;Julian;;
30224;receive application;2021-12-01 23:53:21  +00:00;Trace 5095;Julian;x;1
30225;confirm GDPR;2021-12-02 00:54:06  +00:00;Trace 5095;Julian;x;1
30226;declined GDPR;2021-12-02 02:38:42  +00:00;Trace 5095;Julian;x;1, 5
30227;receive application;2021-12-01 23:50:26  +00:00;Trace 5096;Hans;x;1
30228;confirm GDPR;2021-12-02 01:38:48  +00:00;Trace 5096;Hans;x;1
30229;declined GDPR;2021-12-02 03:15:30  +00:00;Trace 5096;Hans;x;1, 5
30230;receive application;2021-12-01 23:46:53  +00:00;Trace 5097;Hans;x;1
30231;confirm GDPR;2021-12-02 01:06:47  +00:00;Trace 5097;Hans;x;1
30232;declined GDPR;2021-12-02 02:47:59  +00:00;Trace 5097;Hans;x;1, 5
30233;receive application;2021-12-02 00:12:47  +00:00;Trace 5098;Julian;;
30234;confirm GDPR;2021-12-02 01:39:06  +00:00;Trace 5098;Julian;;
30235;confirmed GDPR;2021-12-02 03:38:09  +00:00;Trace 5098;Julian;;
30236;notify recruiter;2021-12-02 05:25:25  +00:00;Trace 5098;Julian;;
30237;review application;2021-12-02 07:20:26  +00:00;Trace 5098;Julian;;
30238;delete data of applicant;2021-12-02 08:37:58  +00:00;Trace 5098;Julian;;
30239;receive application;2021-12-01 23:59:19  +00:00;Trace 5099;Peter;x;1
30240;confirm GDPR;2021-12-02 01:02:55  +00:00;Trace 5099;Peter;x;1
30241;declined GDPR;2021-12-02 02:17:57  +00:00;Trace 5099;Peter;x;1, 5
30242;receive application;2021-12-01 23:55:55  +00:00;Trace 5100;Julian;x;1
30243;confirm GDPR;2021-12-02 01:48:15  +00:00;Trace 5100;Julian;x;1
30244;declined GDPR;2021-12-02 03:37:08  +00:00;Trace 5100;Julian;x;1, 5
30245;receive application;2021-12-02 00:36:40  +00:00;Trace 5101;Peter;x;1
30246;confirm GDPR;2021-12-02 02:01:56  +00:00;Trace 5101;Peter;x;1
30247;declined GDPR;2021-12-02 03:47:10  +00:00;Trace 5101;Peter;x;1, 5
30248;receive application;2021-12-01 23:55:41  +00:00;Trace 5102;Julian;;
30249;confirm GDPR;2021-12-02 01:30:43  +00:00;Trace 5102;Julian;;
30250;confirmed GDPR;2021-12-02 02:33:35  +00:00;Trace 5102;Julian;;
30251;notify recruiter;2021-12-02 04:16:40  +00:00;Trace 5102;Julian;;
30252;review application;2021-12-02 05:18:31  +00:00;Trace 5102;Julian;;
30253;delete data of applicant;2021-12-02 06:38:20  +00:00;Trace 5102;Julian;;
30254;receive application;2021-12-01 23:53:46  +00:00;Trace 5103;Hans;x;1
30255;confirm GDPR;2021-12-02 01:06:06  +00:00;Trace 5103;Hans;x;1
30256;confirmed GDPR;2021-12-02 03:05:40  +00:00;Trace 5103;Hans;x;1
30257;notify recruiter;2021-12-02 04:11:31  +00:00;Trace 5103;Hans;x;1
30258;review application;2021-12-02 05:13:11  +00:00;Trace 5103;Hans;x;1
30259;schedule interview and send invitation;2021-12-02 06:46:21  +00:00;Trace 5103;Hans;x;1
30260;await answer;2021-12-02 08:36:48  +00:00;Trace 5103;Hans;x;1, 5
30261;receive application;2021-12-01 23:41:40  +00:00;Trace 5104;Peter;x;1
30262;confirm GDPR;2021-12-02 01:15:34  +00:00;Trace 5104;Peter;x;1
30263;declined GDPR;2021-12-02 02:19:45  +00:00;Trace 5104;Peter;x;1, 5
30264;receive application;2021-12-02 00:18:21  +00:00;Trace 5105;Hans;x;1
30265;confirm GDPR;2021-12-02 01:55:40  +00:00;Trace 5105;Hans;x;1
30266;confirmed GDPR;2021-12-02 03:12:17  +00:00;Trace 5105;Hans;x;1
30267;notify recruiter;2021-12-02 05:01:51  +00:00;Trace 5105;Hans;x;1
30268;review application;2021-12-02 06:28:07  +00:00;Trace 5105;Hans;x;1
30269;schedule interview and send invitation;2021-12-02 07:46:24  +00:00;Trace 5105;Hans;x;1
30270;await answer;2021-12-02 09:21:29  +00:00;Trace 5105;Hans;x;1, 5
30271;hold intervierw;2021-12-02 10:53:57  +00:00;Trace 5105;Hans;x;1
30272;"reject application/
ask for permission to save data";2021-12-02 12:33:10  +00:00;Trace 5105;Hans;x;1
30273;await answer;2021-12-02 13:48:38  +00:00;Trace 5105;Hans;x;1, 5
30274;"decline premission/
delete data";2021-12-02 15:15:01  +00:00;Trace 5105;Hans;x;1, 5
30275;receive application;2021-12-02 00:09:01  +00:00;Trace 5106;Peter;;
30276;confirm GDPR;2021-12-02 01:20:48  +00:00;Trace 5106;Peter;;
30277;confirmed GDPR;2021-12-02 02:52:14  +00:00;Trace 5106;Peter;;
30278;notify recruiter;2021-12-02 04:46:38  +00:00;Trace 5106;Peter;;
30279;review application;2021-12-02 06:01:06  +00:00;Trace 5106;Peter;;
30280;delete data of applicant;2021-12-02 07:51:54  +00:00;Trace 5106;Peter;;
30281;receive application;2021-12-02 00:14:34  +00:00;Trace 5107;Peter;x;1
30282;confirm GDPR;2021-12-02 01:52:12  +00:00;Trace 5107;Peter;x;1
30283;declined GDPR;2021-12-02 03:45:49  +00:00;Trace 5107;Peter;x;1, 5
30284;receive application;2021-12-02 00:04:22  +00:00;Trace 5108;Peter;x;1
30285;confirm GDPR;2021-12-02 01:08:07  +00:00;Trace 5108;Peter;x;1
30286;declined GDPR;2021-12-02 02:26:57  +00:00;Trace 5108;Peter;x;1, 5
30287;receive application;2021-12-02 00:18:05  +00:00;Trace 5109;Hans;;
30288;confirm GDPR;2021-12-02 01:24:40  +00:00;Trace 5109;Hans;;
30289;confirmed GDPR;2021-12-02 02:55:47  +00:00;Trace 5109;Hans;;
30290;notify recruiter;2021-12-02 04:40:45  +00:00;Trace 5109;Hans;;
30291;review application;2021-12-02 05:41:36  +00:00;Trace 5109;Hans;;
30292;delete data of applicant;2021-12-02 07:19:08  +00:00;Trace 5109;Hans;;
30293;receive application;2021-12-01 23:51:37  +00:00;Trace 5110;Peter;x;1
30294;confirm GDPR;2021-12-02 01:11:02  +00:00;Trace 5110;Peter;x;1
30295;confirmed GDPR;2021-12-02 02:13:25  +00:00;Trace 5110;Peter;x;1
30296;notify recruiter;2021-12-02 03:30:05  +00:00;Trace 5110;Peter;x;1
30297;review application;2021-12-02 05:09:56  +00:00;Trace 5110;Peter;x;1
30298;schedule interview and send invitation;2021-12-02 07:09:51  +00:00;Trace 5110;Peter;x;1
30299;await answer;2021-12-02 08:25:25  +00:00;Trace 5110;Peter;x;1, 5
30300;receive application;2021-12-01 23:57:41  +00:00;Trace 5111;Peter;x;1
30301;confirm GDPR;2021-12-02 01:28:27  +00:00;Trace 5111;Peter;x;1
30302;declined GDPR;2021-12-02 02:52:40  +00:00;Trace 5111;Peter;x;1, 5
30303;receive application;2021-12-02 00:12:23  +00:00;Trace 5112;Hans;x;1
30304;confirm GDPR;2021-12-02 02:06:12  +00:00;Trace 5112;Hans;x;1
30305;declined GDPR;2021-12-02 03:43:15  +00:00;Trace 5112;Hans;x;1, 5
30306;receive application;2021-12-02 00:18:38  +00:00;Trace 5113;Hans;x;1
30307;confirm GDPR;2021-12-02 01:38:38  +00:00;Trace 5113;Hans;x;1
30308;declined GDPR;2021-12-02 03:03:25  +00:00;Trace 5113;Hans;x;1, 5
30309;receive application;2021-12-02 00:19:22  +00:00;Trace 5114;Peter;x;1
30310;confirm GDPR;2021-12-02 02:16:08  +00:00;Trace 5114;Peter;x;1
30311;confirmed GDPR;2021-12-02 03:21:55  +00:00;Trace 5114;Peter;x;1
30312;notify recruiter;2021-12-02 05:11:06  +00:00;Trace 5114;Peter;x;1
30313;review application;2021-12-02 06:53:22  +00:00;Trace 5114;Peter;x;1
30314;schedule interview and send invitation;2021-12-02 08:01:13  +00:00;Trace 5114;Peter;x;1
30315;await answer;2021-12-02 09:39:26  +00:00;Trace 5114;Peter;x;1, 5
30316;receive application;2021-12-02 00:31:05  +00:00;Trace 5115;Hans;x;1
30317;confirm GDPR;2021-12-02 02:26:10  +00:00;Trace 5115;Hans;x;1
30318;confirmed GDPR;2021-12-02 04:12:00  +00:00;Trace 5115;Hans;x;1
30319;notify recruiter;2021-12-02 05:38:40  +00:00;Trace 5115;Hans;x;1
30320;review application;2021-12-02 07:34:31  +00:00;Trace 5115;Hans;x;1
30321;schedule interview and send invitation;2021-12-02 09:32:50  +00:00;Trace 5115;Hans;x;1
30322;await answer;2021-12-02 11:30:01  +00:00;Trace 5115;Hans;x;1, 5
30323;hold intervierw;2021-12-02 12:33:11  +00:00;Trace 5115;Hans;x;1
30324;"reject application/
ask for permission to save data";2021-12-02 14:02:41  +00:00;Trace 5115;Hans;x;1
30325;await answer;2021-12-02 15:51:29  +00:00;Trace 5115;Hans;x;1, 5
30326;"receive permission/
save data";2021-12-02 17:38:10  +00:00;Trace 5115;Hans;x;1, 5
30327;receive application;2021-12-02 00:11:27  +00:00;Trace 5116;Hans;x;1
30328;confirm GDPR;2021-12-02 01:45:45  +00:00;Trace 5116;Hans;x;1
30329;confirmed GDPR;2021-12-02 03:41:24  +00:00;Trace 5116;Hans;x;1
30330;notify recruiter;2021-12-02 04:58:14  +00:00;Trace 5116;Hans;x;1
30331;review application;2021-12-02 06:03:29  +00:00;Trace 5116;Hans;x;1
30332;schedule interview and send invitation;2021-12-02 08:00:06  +00:00;Trace 5116;Hans;x;1
30333;await answer;2021-12-02 09:47:14  +00:00;Trace 5116;Hans;x;1, 5
30334;receive application;2021-12-02 00:28:44  +00:00;Trace 5117;Peter;x;1
30335;confirm GDPR;2021-12-02 01:42:42  +00:00;Trace 5117;Peter;x;1
30336;confirmed GDPR;2021-12-02 03:25:10  +00:00;Trace 5117;Peter;x;1
30337;notify recruiter;2021-12-02 04:29:37  +00:00;Trace 5117;Peter;x;1
30338;review application;2021-12-02 05:57:42  +00:00;Trace 5117;Peter;x;1
30339;schedule interview and send invitation;2021-12-02 07:28:51  +00:00;Trace 5117;Peter;x;1
30340;await answer;2021-12-02 09:08:11  +00:00;Trace 5117;Peter;x;1, 5
30341;hold intervierw;2021-12-02 10:12:56  +00:00;Trace 5117;Peter;x;1
30342;"reject application/
ask for permission to save data";2021-12-02 11:43:04  +00:00;Trace 5117;Peter;x;1
30343;await answer;2021-12-02 13:18:03  +00:00;Trace 5117;Peter;x;1, 5
30344;"decline premission/
delete data";2021-12-02 14:35:19  +00:00;Trace 5117;Peter;x;1, 5
30345;receive application;2021-12-02 00:21:10  +00:00;Trace 5118;Julian;x;1
30346;confirm GDPR;2021-12-02 02:15:37  +00:00;Trace 5118;Julian;x;1
30347;declined GDPR;2021-12-02 03:36:55  +00:00;Trace 5118;Julian;x;1, 5
30348;receive application;2021-12-02 00:33:28  +00:00;Trace 5119;Peter;x;1
