ID;concept:name;time:timestamp;case:concept:name;pName;error_case;error_reason
26649;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 5136;Kevin;x;2
26650;decline GDPR;1970-01-01 02:00:00+00:00;Trace 5136;Kevin;x;2
26651;receive application;1970-01-01 00:00:00+00:00;Trace 6975;Peter;;
26652;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 6975;Peter;;
26653;decline GDPR;1970-01-01 02:00:00+00:00;Trace 6975;Peter;;
26654;receive application;1970-01-01 00:00:00+00:00;Trace 5594;Peter;;
26655;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 5594;Peter;;
26656;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 5594;Peter;;
26657;notify recruiter;1970-01-01 03:00:00+00:00;Trace 5594;Peter;;
26658;review application;1970-01-01 04:00:00+00:00;Trace 5594;Peter;;
26659;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 5594;Peter;;
26660;receive application;1970-01-01 00:00:00+00:00;Trace 6489;Julian;;
26661;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 6489;Julian;;
26662;decline GDPR;1970-01-01 02:00:00+00:00;Trace 6489;Julian;;
26663;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 4530;Kevin;x;1, 2
26664;decline GDPR;1970-01-01 02:00:00+00:00;Trace 4530;Kevin;x;1, 2
26665;receive application;1970-01-01 00:00:00+00:00;Trace 7256;Julian;;
26666;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 7256;Julian;;
26667;decline GDPR;1970-01-01 02:00:00+00:00;Trace 7256;Julian;;
26668;receive application;1970-01-01 00:00:00+00:00;Trace 4897;Julian;;
26669;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 4897;Julian;;
26670;decline GDPR;1970-01-01 02:00:00+00:00;Trace 4897;Julian;;
26671;receive application;1970-01-01 00:00:00+00:00;Trace 6576;Hans;;
26672;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 6576;Hans;;
26673;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 6576;Hans;;
26674;notify recruiter;1970-01-01 03:00:00+00:00;Trace 6576;Hans;;
26675;review application;1970-01-01 04:00:00+00:00;Trace 6576;Hans;;
26676;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 6576;Hans;;
26677;receive application;1970-01-01 00:00:00+00:00;Trace 6352;Julian;;
26678;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 6352;Julian;;
26679;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 6352;Julian;;
26680;notify recruiter;1970-01-01 03:00:00+00:00;Trace 6352;Julian;;
26681;review application;1970-01-01 04:00:00+00:00;Trace 6352;Julian;;
26682;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 6352;Julian;;
26683;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 6352;Julian;;
26684;hold intervierw;1970-01-01 07:00:00+00:00;Trace 6352;Julian;;
26685;"reject application/
ask for permission to save data";1970-01-01 08:00:00+00:00;Trace 6352;Julian;;
26686;await answer of applicant;1970-01-01 09:00:00+00:00;Trace 6352;Julian;;
26687;receive permission;1970-01-01 10:00:00+00:00;Trace 6352;Julian;;
26688;save data;1970-01-01 11:00:00+00:00;Trace 6352;Julian;;
26689;receive application;1970-01-01 00:00:00+00:00;Trace 4642;Peter;;
26690;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 4642;Peter;;
26691;decline GDPR;1970-01-01 02:00:00+00:00;Trace 4642;Peter;;
26692;receive application;1970-01-01 00:00:00+00:00;Trace 5616;Kevin;x;1, 2
26693;receive application;1970-01-01 00:00:00+00:00;Trace 5616;Kevin;x;1, 2
26694;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 5616;Kevin;x;1, 2
26695;decline GDPR;1970-01-01 02:00:00+00:00;Trace 5616;Kevin;x;1, 2
26696;receive application;1970-01-01 00:00:00+00:00;Trace 6305;Kevin;x;2
26697;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 6305;Kevin;x;2
26698;decline GDPR;1970-01-01 02:00:00+00:00;Trace 6305;Kevin;x;2
26699;receive application;1970-01-01 00:00:00+00:00;Trace 7246;Hans;;
26700;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 7246;Hans;;
26701;decline GDPR;1970-01-01 02:00:00+00:00;Trace 7246;Hans;;
26702;receive application;1970-01-01 00:00:00+00:00;Trace 4822;Julian;;
26703;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 4822;Julian;;
26704;decline GDPR;1970-01-01 02:00:00+00:00;Trace 4822;Julian;;
26705;receive application;1970-01-01 00:00:00+00:00;Trace 7478;Hans;;
26706;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 7478;Hans;;
26707;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 7478;Hans;;
26708;notify recruiter;1970-01-01 03:00:00+00:00;Trace 7478;Hans;;
26709;review application;1970-01-01 04:00:00+00:00;Trace 7478;Hans;;
26710;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 7478;Hans;;
26711;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 7478;Hans;;
26712;"applicant rejected/
delete data";1970-01-01 07:00:00+00:00;Trace 7478;Hans;;
26713;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 7052;Julian;x;1
26714;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 7052;Julian;x;1
26715;notify recruiter;1970-01-01 03:00:00+00:00;Trace 7052;Julian;x;1
26716;review application;1970-01-01 04:00:00+00:00;Trace 7052;Julian;x;1
26717;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 7052;Julian;x;1
26718;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 7052;Julian;x;1
26719;"applicant rejected/
delete data";1970-01-01 07:00:00+00:00;Trace 7052;Julian;x;1
26720;receive application;1970-01-01 00:00:00+00:00;Trace 5297;Kevin;x;2
26721;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 5297;Kevin;x;2
26722;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 5297;Kevin;x;2
26723;notify recruiter;1970-01-01 03:00:00+00:00;Trace 5297;Kevin;x;2
26724;review application;1970-01-01 04:00:00+00:00;Trace 5297;Kevin;x;2
26725;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 5297;Kevin;x;2
26726;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 5297;Kevin;x;2
26727;hold intervierw;1970-01-01 07:00:00+00:00;Trace 5297;Kevin;x;2
26728;send to assessment center;1970-01-01 08:00:00+00:00;Trace 5297;Kevin;x;2
26729;decline applicant in assesment center;1970-01-01 09:00:00+00:00;Trace 5297;Kevin;x;2
26730;receive application;1970-01-01 00:00:00+00:00;Trace 4070;Kevin;x;2
26731;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 4070;Kevin;x;2
26732;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 4070;Kevin;x;2
26733;notify recruiter;1970-01-01 03:00:00+00:00;Trace 4070;Kevin;x;2
26734;review application;1970-01-01 04:00:00+00:00;Trace 4070;Kevin;x;2
26735;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 4070;Kevin;x;2
26736;receive application;1970-01-01 00:00:00+00:00;Trace 5488;Kevin;x;2
26737;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 5488;Kevin;x;2
26738;decline GDPR;1970-01-01 02:00:00+00:00;Trace 5488;Kevin;x;2
26739;receive application;1970-01-01 00:00:00+00:00;Trace 7442;Hans;x;1
26740;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 7442;Hans;x;1
26741;73uqhgqab5j15;1970-01-01 01:00:00+00:00;Trace 7442;Hans;x;1, 5
26742;decline GDPR;1970-01-01 02:00:00+00:00;Trace 7442;Hans;x;1
26743;receive application;1970-01-01 00:00:00+00:00;Trace 7324;Hans;x;1
26744;receive application;1970-01-01 00:00:00+00:00;Trace 7324;Hans;x;1
26745;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 7324;Hans;x;1
26746;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 7324;Hans;x;1
26747;notify recruiter;1970-01-01 03:00:00+00:00;Trace 7324;Hans;x;1
26748;review application;1970-01-01 04:00:00+00:00;Trace 7324;Hans;x;1
26749;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 7324;Hans;x;1
26750;receive application;1970-01-01 00:00:00+00:00;Trace 6183;Peter;;
26751;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 6183;Peter;;
26752;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 6183;Peter;;
26753;notify recruiter;1970-01-01 03:00:00+00:00;Trace 6183;Peter;;
26754;review application;1970-01-01 04:00:00+00:00;Trace 6183;Peter;;
26755;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 6183;Peter;;
26756;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 6183;Peter;;
26757;hold intervierw;1970-01-01 07:00:00+00:00;Trace 6183;Peter;;
26758;"reject application/
ask for permission to save data";1970-01-01 08:00:00+00:00;Trace 6183;Peter;;
26759;await answer of applicant;1970-01-01 09:00:00+00:00;Trace 6183;Peter;;
26760;receive permission;1970-01-01 10:00:00+00:00;Trace 6183;Peter;;
26761;save data;1970-01-01 11:00:00+00:00;Trace 6183;Peter;;
26762;receive application;1970-01-01 00:00:00+00:00;Trace 7170;Kevin;x;2
26763;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 7170;Kevin;x;2
26764;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 7170;Kevin;x;2
26765;notify recruiter;1970-01-01 03:00:00+00:00;Trace 7170;Kevin;x;2
26766;review application;1970-01-01 04:00:00+00:00;Trace 7170;Kevin;x;2
26767;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 7170;Kevin;x;2
26768;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 7170;Kevin;x;2
26769;hold intervierw;1970-01-01 07:00:00+00:00;Trace 7170;Kevin;x;2
26770;send to assessment center;1970-01-01 08:00:00+00:00;Trace 7170;Kevin;x;2
26771;create and send offer;1970-01-01 09:00:00+00:00;Trace 7170;Kevin;x;2
26772;wait for answer to offer;1970-01-01 10:00:00+00:00;Trace 7170;Kevin;x;2
26773;hire candidate;1970-01-01 11:00:00+00:00;Trace 7170;Kevin;x;2
26774;begin onboarding process;1970-01-01 12:00:00+00:00;Trace 7170;Kevin;x;2
26775;receive application;1970-01-01 00:00:00+00:00;Trace 7527;Peter;;
26776;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 7527;Peter;;
26777;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 7527;Peter;;
26778;notify recruiter;1970-01-01 03:00:00+00:00;Trace 7527;Peter;;
26779;review application;1970-01-01 04:00:00+00:00;Trace 7527;Peter;;
26780;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 7527;Peter;;
26781;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 7527;Peter;;
26782;hold intervierw;1970-01-01 07:00:00+00:00;Trace 7527;Peter;;
26783;"reject application/
ask for permission to save data";1970-01-01 08:00:00+00:00;Trace 7527;Peter;;
26784;await answer of applicant;1970-01-01 09:00:00+00:00;Trace 7527;Peter;;
26785;receive permission;1970-01-01 10:00:00+00:00;Trace 7527;Peter;;
26786;save data;1970-01-01 11:00:00+00:00;Trace 7527;Peter;;
26787;receive application;1970-01-01 00:00:00+00:00;Trace 4434;Julian;;
26788;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 4434;Julian;;
26789;decline GDPR;1970-01-01 02:00:00+00:00;Trace 4434;Julian;;
26790;receive application;1970-01-01 00:00:00+00:00;Trace 6136;Julian;;
26791;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 6136;Julian;;
26792;decline GDPR;1970-01-01 02:00:00+00:00;Trace 6136;Julian;;
26793;receive application;1970-01-01 00:00:00+00:00;Trace 5479;Hans;x;1
26794;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 5479;Hans;x;1
26795;receive application;1970-01-01 00:00:00+00:00;Trace 6228;Peter;;
26796;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 6228;Peter;;
26797;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 6228;Peter;;
26798;notify recruiter;1970-01-01 03:00:00+00:00;Trace 6228;Peter;;
26799;review application;1970-01-01 04:00:00+00:00;Trace 6228;Peter;;
26800;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 6228;Peter;;
26801;receive application;1970-01-01 00:00:00+00:00;Trace 6495;Hans;;
26802;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 6495;Hans;;
26803;decline GDPR;1970-01-01 02:00:00+00:00;Trace 6495;Hans;;
26804;receive application;1970-01-01 00:00:00+00:00;Trace 6403;Hans;x;1
26805;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 6403;Hans;x;1
26806;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 6403;Hans;x;1
26807;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 6403;Hans;x;1
26808;notify recruiter;1970-01-01 03:00:00+00:00;Trace 6403;Hans;x;1
26809;review application;1970-01-01 04:00:00+00:00;Trace 6403;Hans;x;1
26810;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 6403;Hans;x;1
26811;receive application;1970-01-01 00:00:00+00:00;Trace 5987;Julian;;
26812;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 5987;Julian;;
26813;decline GDPR;1970-01-01 02:00:00+00:00;Trace 5987;Julian;;
26814;receive application;1970-01-01 00:00:00+00:00;Trace 5588;Kevin;x;2
26815;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 5588;Kevin;x;2
26816;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 5588;Kevin;x;2
26817;notify recruiter;1970-01-01 03:00:00+00:00;Trace 5588;Kevin;x;2
26818;review application;1970-01-01 04:00:00+00:00;Trace 5588;Kevin;x;2
26819;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 5588;Kevin;x;2
26820;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 5588;Kevin;x;2
26821;hold intervierw;1970-01-01 07:00:00+00:00;Trace 5588;Kevin;x;2
26822;send to assessment center;1970-01-01 08:00:00+00:00;Trace 5588;Kevin;x;2
26823;decline applicant in assesment center;1970-01-01 09:00:00+00:00;Trace 5588;Kevin;x;2
26824;receive application;1970-01-01 00:00:00+00:00;Trace 4733;Peter;;
26825;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 4733;Peter;;
26826;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 4733;Peter;;
26827;notify recruiter;1970-01-01 03:00:00+00:00;Trace 4733;Peter;;
26828;review application;1970-01-01 04:00:00+00:00;Trace 4733;Peter;;
26829;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 4733;Peter;;
26830;receive application;1970-01-01 00:00:00+00:00;Trace 6187;Hans;x;1
26831;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 6187;Hans;x;1
26832;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 6187;Hans;x;1
26833;notify recruiter;1970-01-01 03:00:00+00:00;Trace 6187;Hans;x;1
26834;review application;1970-01-01 04:00:00+00:00;Trace 6187;Hans;x;1
26835;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 6187;Hans;x;1
26836;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 6187;Hans;x;1
26837;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 6187;Hans;x;1
26838;hold intervierw;1970-01-01 07:00:00+00:00;Trace 6187;Hans;x;1
26839;send to assessment center;1970-01-01 08:00:00+00:00;Trace 6187;Hans;x;1
26840;decline applicant in assesment center;1970-01-01 09:00:00+00:00;Trace 6187;Hans;x;1
26841;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 7126;Julian;x;1
26842;decline GDPR;1970-01-01 02:00:00+00:00;Trace 7126;Julian;x;1
26843;receive application;1970-01-01 00:00:00+00:00;Trace 5029;Peter;;
26844;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 5029;Peter;;
26845;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 5029;Peter;;
26846;notify recruiter;1970-01-01 03:00:00+00:00;Trace 5029;Peter;;
26847;review application;1970-01-01 04:00:00+00:00;Trace 5029;Peter;;
26848;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 5029;Peter;;
26849;receive application;1970-01-01 00:00:00+00:00;Trace 7564;Peter;x;1
26850;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 7564;Peter;x;1
26851;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 7564;Peter;x;1
26852;notify recruiter;1970-01-01 03:00:00+00:00;Trace 7564;Peter;x;1
26853;review application;1970-01-01 04:00:00+00:00;Trace 7564;Peter;x;1
26854;receive application;1970-01-01 00:00:00+00:00;Trace 4558;Peter;;
26855;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 4558;Peter;;
26856;decline GDPR;1970-01-01 02:00:00+00:00;Trace 4558;Peter;;
26857;receive application;1970-01-01 00:00:00+00:00;Trace 6524;Peter;;
26858;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 6524;Peter;;
26859;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 6524;Peter;;
26860;notify recruiter;1970-01-01 03:00:00+00:00;Trace 6524;Peter;;
26861;review application;1970-01-01 04:00:00+00:00;Trace 6524;Peter;;
26862;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 6524;Peter;;
26863;receive application;1970-01-01 00:00:00+00:00;Trace 5548;Hans;;
26864;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 5548;Hans;;
26865;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 5548;Hans;;
26866;notify recruiter;1970-01-01 03:00:00+00:00;Trace 5548;Hans;;
26867;review application;1970-01-01 04:00:00+00:00;Trace 5548;Hans;;
26868;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 5548;Hans;;
26869;receive application;1970-01-01 00:00:00+00:00;Trace 7523;Julian;;
26870;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 7523;Julian;;
26871;decline GDPR;1970-01-01 02:00:00+00:00;Trace 7523;Julian;;
26872;receive application;1970-01-01 00:00:00+00:00;Trace 7700;Hans;;
26873;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 7700;Hans;;
26874;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 7700;Hans;;
26875;notify recruiter;1970-01-01 03:00:00+00:00;Trace 7700;Hans;;
26876;review application;1970-01-01 04:00:00+00:00;Trace 7700;Hans;;
26877;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 7700;Hans;;
26878;receive application;1970-01-01 00:00:00+00:00;Trace 7779;Peter;x;1
26879;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 7779;Peter;x;1
26880;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 7779;Peter;x;1
26881;notify recruiter;1970-01-01 03:00:00+00:00;Trace 7779;Peter;x;1
26882;review application;1970-01-01 04:00:00+00:00;Trace 7779;Peter;x;1
26883;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 7779;Peter;x;1
26884;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 7779;Peter;x;1
26885;hold intervierw;1970-01-01 07:00:00+00:00;Trace 7779;Peter;x;1
26886;send to assessment center;1970-01-01 08:00:00+00:00;Trace 7779;Peter;x;1
26887;receive application;1970-01-01 00:00:00+00:00;Trace 7098;Peter;x;1
26888;e3aaq7ni7p2ri;1970-01-01 00:00:00+00:00;Trace 7098;Peter;x;1, 5
26889;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 7098;Peter;x;1
26890;decline GDPR;1970-01-01 02:00:00+00:00;Trace 7098;Peter;x;1
26891;receive application;1970-01-01 00:00:00+00:00;Trace 7647;Kevin;x;2
26892;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 7647;Kevin;x;2
26893;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 7647;Kevin;x;2
26894;notify recruiter;1970-01-01 03:00:00+00:00;Trace 7647;Kevin;x;2
26895;review application;1970-01-01 04:00:00+00:00;Trace 7647;Kevin;x;2
26896;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 7647;Kevin;x;2
26897;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 7832;Peter;x;1
26898;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 7832;Peter;x;1
26899;notify recruiter;1970-01-01 03:00:00+00:00;Trace 7832;Peter;x;1
26900;review application;1970-01-01 04:00:00+00:00;Trace 7832;Peter;x;1
26901;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 7832;Peter;x;1
26902;receive application;1970-01-01 00:00:00+00:00;Trace 4845;Hans;;
26903;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 4845;Hans;;
26904;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 4845;Hans;;
26905;notify recruiter;1970-01-01 03:00:00+00:00;Trace 4845;Hans;;
26906;review application;1970-01-01 04:00:00+00:00;Trace 4845;Hans;;
26907;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 4845;Hans;;
26908;receive application;1970-01-01 00:00:00+00:00;Trace 5641;Kevin;x;2
26909;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 5641;Kevin;x;2
26910;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 5641;Kevin;x;2
26911;notify recruiter;1970-01-01 03:00:00+00:00;Trace 5641;Kevin;x;2
26912;review application;1970-01-01 04:00:00+00:00;Trace 5641;Kevin;x;2
26913;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 5641;Kevin;x;2
26914;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 5641;Kevin;x;2
26915;"applicant rejected/
delete data";1970-01-01 07:00:00+00:00;Trace 5641;Kevin;x;2
26916;receive application;1970-01-01 00:00:00+00:00;Trace 6034;Julian;;
26917;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 6034;Julian;;
26918;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 6034;Julian;;
26919;notify recruiter;1970-01-01 03:00:00+00:00;Trace 6034;Julian;;
26920;review application;1970-01-01 04:00:00+00:00;Trace 6034;Julian;;
26921;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 6034;Julian;;
26922;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 6034;Julian;;
26923;hold intervierw;1970-01-01 07:00:00+00:00;Trace 6034;Julian;;
26924;send to assessment center;1970-01-01 08:00:00+00:00;Trace 6034;Julian;;
26925;decline applicant in assesment center;1970-01-01 09:00:00+00:00;Trace 6034;Julian;;
26926;receive application;1970-01-01 00:00:00+00:00;Trace 4402;Julian;;
26927;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 4402;Julian;;
26928;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 4402;Julian;;
26929;notify recruiter;1970-01-01 03:00:00+00:00;Trace 4402;Julian;;
26930;review application;1970-01-01 04:00:00+00:00;Trace 4402;Julian;;
26931;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 4402;Julian;;
26932;receive application;1970-01-01 00:00:00+00:00;Trace 5947;Hans;;
26933;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 5947;Hans;;
26934;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 5947;Hans;;
26935;notify recruiter;1970-01-01 03:00:00+00:00;Trace 5947;Hans;;
26936;review application;1970-01-01 04:00:00+00:00;Trace 5947;Hans;;
26937;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 5947;Hans;;
26938;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 5947;Hans;;
26939;"applicant rejected/
delete data";1970-01-01 07:00:00+00:00;Trace 5947;Hans;;
26940;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 6626;Peter;x;1
26941;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 6626;Peter;x;1
26942;notify recruiter;1970-01-01 03:00:00+00:00;Trace 6626;Peter;x;1
26943;review application;1970-01-01 04:00:00+00:00;Trace 6626;Peter;x;1
26944;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 6626;Peter;x;1
26945;receive application;1970-01-01 00:00:00+00:00;Trace 6835;Peter;;
26946;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 6835;Peter;;
26947;decline GDPR;1970-01-01 02:00:00+00:00;Trace 6835;Peter;;
26948;receive application;1970-01-01 00:00:00+00:00;Trace 7320;Hans;;
26949;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 7320;Hans;;
26950;decline GDPR;1970-01-01 02:00:00+00:00;Trace 7320;Hans;;
26951;receive application;1970-01-01 00:00:00+00:00;Trace 5384;Hans;x;1
26952;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 5384;Hans;x;1
26953;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 5384;Hans;x;1
26954;decline GDPR;1970-01-01 02:00:00+00:00;Trace 5384;Hans;x;1
26955;receive application;1970-01-01 00:00:00+00:00;Trace 6888;Julian;;
26956;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 6888;Julian;;
26957;decline GDPR;1970-01-01 02:00:00+00:00;Trace 6888;Julian;;
26958;receive application;1970-01-01 00:00:00+00:00;Trace 5860;Julian;;
26959;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 5860;Julian;;
26960;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 5860;Julian;;
26961;notify recruiter;1970-01-01 03:00:00+00:00;Trace 5860;Julian;;
26962;review application;1970-01-01 04:00:00+00:00;Trace 5860;Julian;;
26963;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 5860;Julian;;
26964;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 5860;Julian;;
26965;"applicant rejected/
delete data";1970-01-01 07:00:00+00:00;Trace 5860;Julian;;
26966;receive application;1970-01-01 00:00:00+00:00;Trace 5541;Peter;;
26967;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 5541;Peter;;
26968;decline GDPR;1970-01-01 02:00:00+00:00;Trace 5541;Peter;;
26969;receive application;1970-01-01 00:00:00+00:00;Trace 7480;Julian;;
26970;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 7480;Julian;;
26971;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 7480;Julian;;
26972;notify recruiter;1970-01-01 03:00:00+00:00;Trace 7480;Julian;;
26973;review application;1970-01-01 04:00:00+00:00;Trace 7480;Julian;;
26974;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 7480;Julian;;
26975;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 7480;Julian;;
26976;hold intervierw;1970-01-01 07:00:00+00:00;Trace 7480;Julian;;
26977;"reject application/
ask for permission to save data";1970-01-01 08:00:00+00:00;Trace 7480;Julian;;
26978;await answer of applicant;1970-01-01 09:00:00+00:00;Trace 7480;Julian;;
26979;receive permission;1970-01-01 10:00:00+00:00;Trace 7480;Julian;;
26980;save data;1970-01-01 11:00:00+00:00;Trace 7480;Julian;;
26981;receive application;1970-01-01 00:00:00+00:00;Trace 6634;Hans;;
26982;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 6634;Hans;;
26983;decline GDPR;1970-01-01 02:00:00+00:00;Trace 6634;Hans;;
26984;receive application;1970-01-01 00:00:00+00:00;Trace 6882;Peter;;
26985;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 6882;Peter;;
26986;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 6882;Peter;;
26987;notify recruiter;1970-01-01 03:00:00+00:00;Trace 6882;Peter;;
